ticker,asof_date,level,volume,money_flow,pct_of_avg_vol,strength
AAPL,01/09/2024,207.49,46229228,9592102517.720001,,100
AAPL,01/09/2024,254.49,44330101,11281567403.49,,96
AAPL,01/09/2024,228.20,33822229,7718232657.799999,,73
AMAT,01/09/2024,256.41,4834729,1239672862.89,,100
AMAT,01/09/2024,183.21,4321120,791672395.2,,89
AMAT,01/09/2024,169.46,3374689,571874797.94,,70
AMZN,01/09/2024,223.30,24911196,5562670066.8,,100
AMZN,01/09/2024,224.92,13956251,3139039974.9199996,,56
AMZN,01/09/2024,227.35,12574223,2858749599.0499997,,50
AMZN,01/09/2024,231.48,12408223,2872255460.04,,50
APP,01/09/2024,649.59,18854137,12247458853.83,,100
BAC,01/09/2024,54.26,37275000,2022541500.0,,100
BILI,01/09/2024,20.33,5186872,105449107.75999999,,100
BILI,01/09/2024,18.73,4534738,84935642.74,,87
BILI,01/09/2024,19.23,3235000,62209050.0,,62
DAL,01/09/2024,43.07,8449100,363902737.0,,100
DAL,01/09/2024,38.58,8449100,325966278.0,,100
GOOGL,01/09/2024,178.53,20773227,3708644216.31,,100
INTC,01/09/2024,21.00,34107198,716251158.0,,100
INTC,01/09/2024,36.82,32064225,1180604764.5,,94
INTC,01/09/2024,20.41,29383198,599711071.18,,86
INTC,01/09/2024,19.75,22437697,443144515.75,,66
INTC,01/09/2024,22.69,20058298,455122781.62,,59
INTC,01/09/2024,24.87,16953154,421624939.98,,50
KTOS,01/09/2024,80.77,5702973,460629129.21,,100
KTOS,01/09/2024,30.81,5114578,157580148.18,,90
LQDA,01/09/2024,23.30,1480000,34484000.0,,100
LUV,01/09/2024,27.26,15120037,412172208.62,,100
LUV,01/09/2024,29.20,13880195,405301694.0,,92
LUV,01/09/2024,25.33,7688613,194752567.29,,51
MSFT,01/09/2024,485.92,14407283,7000786955.360001,,100
MU,01/09/2024,96.94,6048632,586354386.08,,100
MU,01/09/2024,124.76,5861339,731260653.64,,97
MU,01/09/2024,265.92,5424951,1442602969.92,,90
MU,01/09/2024,237.50,5127456,1217770800.0,,85
MU,01/09/2024,161.71,4546519,735217587.49,,75
MU,01/09/2024,122.08,3598810,439342724.8,,59
MU,01/09/2024,106.95,3416472,365391680.40000004,,56
MU,01/09/2024,108.60,3377221,366766200.59999996,,56
RBLX,01/09/2024,52.24,7520321,392861569.04,,100
RBLX,01/09/2024,51.03,5952331,303747450.93,,79
RBLX,01/09/2024,54.38,5189378,282198375.64,,69
RIVN,01/09/2024,16.75,7432400,124492700.0,,100
RIVN,01/09/2024,10.54,6143058,64747831.31999999,,83
RIVN,01/09/2024,16.11,5334437,85937780.07,,72
RIVN,01/09/2024,13.30,4510026,59983345.800000004,,61
RIVN,01/09/2024,13.57,4058141,55068973.370000005,,55
RIVN,01/09/2024,17.61,3999900,70438239.0,,54
RIVN,01/09/2024,10.20,3811110,38873322.0,,51
SGML,01/09/2024,9.85,1317105,12973484.25,,100
SGML,01/09/2024,11.53,1250000,14412500.0,,95
SGML,01/09/2024,5.94,810454,4814096.760000001,,62
SGML,01/09/2024,18.56,708556,13150799.36,,54
SLV,01/09/2024,28.99,8956252,259641745.48,,100
