ticker,asof_date,level,volume,money_flow,pct_of_avg_vol,strength
AMD,03/25/2024,96.39,7001878,674911020.42,,100
AMD,03/25/2024,159.92,5833442,932884044.64,,83
AMD,03/25/2024,100.59,5460762,549298049.58,,78
AMD,03/25/2024,119.21,5363287,639357443.27,,77
AMD,03/25/2024,213.43,5302779,1131772121.97,,76
AMD,03/25/2024,148.60,4575936,679984089.6,,65
AMD,03/25/2024,165.47,4200000,694974000.0,,60
AMD,03/25/2024,101.13,4000000,404520000.0,,57
BAC,03/25/2024,54.26,37275000,2022541500.0,,100
DELL,03/25/2024,117.50,12452162,1463129035.0,,100
DELL,03/25/2024,118.47,9640308,1142087288.76,,77
EWZ,03/25/2024,31.60,15310000,483796000.0,,100
EWZ,03/25/2024,31.00,11500000,356500000.0,,75
EWZ,03/25/2024,31.17,10476500,326552505.0,,68
EWZ,03/25/2024,32.78,10256319,336202136.82,,67
EWZ,03/25/2024,33.58,10221000,343221180.0,,67
EWZ,03/25/2024,32.09,7926778,254370306.02000004,,52
EWZ,03/25/2024,29.75,7628627,226951653.25,,50
HOOD,03/25/2024,124.78,52930748,6604698735.440001,,100
ITB,03/25/2024,117.93,1821196,214773644.28,,100
ITB,03/25/2024,98.02,1325106,129886890.11999999,,73
ITB,03/25/2024,104.88,1098188,115177957.44,,60
ITB,03/25/2024,109.50,939183,102840538.5,,52
IWM,03/25/2024,242.91,18823808,4572491201.28,,100
IWM,03/25/2024,209.65,11400000,2390010000.0,,61
NET,03/25/2024,253.30,890834,225648252.20000002,,100
NET,03/25/2024,112.69,606575,68354936.75,,68
NET,03/25/2024,225.94,476523,107665606.62,,53
NVDA,03/25/2024,126.57,100069019,12665735734.83,,100
QQQ,03/25/2024,605.96,4957801,3004229093.96,,100
QQQ,03/25/2024,521.61,4938955,2576208317.55,,100
QQQ,03/25/2024,577.30,3475000,2006117499.9999998,,70
QQQ,03/25/2024,438.73,3430000,1504843900.0,,69
QQQ,03/25/2024,472.50,3072200,1451614500.0,,62
QQQ,03/25/2024,439.97,2997697,1318896749.0900002,,60
QQQ,03/25/2024,585.99,2750000,1611472500.0,,55
QQQ,03/25/2024,447.32,2750000,1230130000.0,,55
QQQ,03/25/2024,465.79,2739219,1275900818.01,,55
QQQ,03/25/2024,599.55,2700000,1618784999.9999998,,54
QQQ,03/25/2024,602.40,2663307,1604376136.8,,54
QQQ,03/25/2024,586.99,2520000,1479214800.0,,51
RIVN,03/25/2024,14.96,6052155,90540238.80000001,,100
RIVN,03/25/2024,10.54,5949858,62711503.31999999,,98
RIVN,03/25/2024,14.91,4603847,68643358.77,,76
RIVN,03/25/2024,13.57,4058141,55068973.370000005,,67
RIVN,03/25/2024,17.61,3999900,70438239.0,,66
RIVN,03/25/2024,10.20,3811110,38873322.0,,63
RIVN,03/25/2024,9.99,3638830,36351911.7,,60
RIVN,03/25/2024,13.06,3435434,44866768.04,,57
RIVN,03/25/2024,15.30,3191661,48832413.300000004,,53
RIVN,03/25/2024,14.64,3061117,44814752.88,,51
RIVN,03/25/2024,13.30,3000026,39900345.800000004,,50
RIVN,03/25/2024,12.79,3000000,38370000.0,,50
SOXX,03/25/2024,200.85,1194921,239999882.85,,100
SOXX,03/25/2024,316.33,1012396,320251226.68,,85
SOXX,03/25/2024,248.87,900000,223983000.0,,75
SOXX,03/25/2024,189.09,807617,152712298.53,,68
SOXX,03/25/2024,233.34,795000,185505300.0,,67
SOXX,03/25/2024,205.00,716751,146933955.0,,60
SOXX,03/25/2024,298.01,709915,211561769.15,,59
SOXX,03/25/2024,175.06,599449,104939541.94,,50
SPY,03/25/2024,522.91,10947203,5724401920.73,,100
SPY,03/25/2024,518.42,10530167,5459049176.139999,,96
SPY,03/25/2024,560.83,9371721,5255942288.43,,86
SPY,03/25/2024,548.24,9324370,5111992608.8,,85
SPY,03/25/2024,528.67,9176946,4851576041.82,,84
SPY,03/25/2024,542.70,9045726,4909115500.200001,,83
SPY,03/25/2024,510.10,8395635,4282613413.5,,77
SPY,03/25/2024,519.32,8166230,4240886563.6000004,,75
SPY,03/25/2024,546.19,7887310,4307969848.900001,,72
SPY,03/25/2024,522.45,7884938,4119485858.1000004,,72
SPY,03/25/2024,518.24,7869300,4078186032.0,,72
SPY,03/25/2024,546.87,6986415,3820660771.05,,64
SPY,03/25/2024,518.49,6953200,3605164668.0,,64
SPY,03/25/2024,545.43,6884435,3754977382.0499997,,63
SPY,03/25/2024,519.82,6839351,3555231436.82,,62
SPY,03/25/2024,650.26,6692000,4351539920.0,,61
SPY,03/25/2024,499.58,6593695,3294078148.1,,60
SPY,03/25/2024,525.84,6321013,3323841475.92,,58
SPY,03/25/2024,559.52,6085616,3405023864.3199997,,56
SPY,03/25/2024,599.49,5936000,3558572640.0,,54
SPY,03/25/2024,522.72,5795800,3029580576.0,,53
SPY,03/25/2024,563.84,5688944,3207654184.96,,52
SPY,03/25/2024,590.51,5638689,3329702241.39,,52
SPY,03/25/2024,601.22,5632580,3386419747.6000004,,51
SPY,03/25/2024,523.49,5596869,2929904952.81,,51
XBI,03/25/2024,105.27,4000000,421080000.0,,100
XBI,03/25/2024,99.31,3440000,341626400.0,,86
XBI,03/25/2024,112.51,3147600,354136476.0,,79
