ticker,asof_date,level,volume,money_flow,pct_of_avg_vol,strength
AAPL,01/29/2024,207.49,46229228,9592102517.720001,,100
AAPL,01/29/2024,254.49,44330101,11281567403.49,,96
AAPL,01/29/2024,228.20,33822229,7718232657.799999,,73
AMZN,01/29/2024,223.30,24911196,5562670066.8,,100
AMZN,01/29/2024,224.92,13956251,3139039974.9199996,,56
AMZN,01/29/2024,227.35,12574223,2858749599.0499997,,50
AMZN,01/29/2024,231.48,12408223,2872255460.04,,50
CRM,01/29/2024,273.42,6197702,1694575680.8400002,,100
CRM,01/29/2024,259.91,3585466,931898468.0600001,,58
FSLR,01/29/2024,143.79,1000000,143790000.0,,100
FSLR,01/29/2024,193.23,650000,125599500.0,,65
FSLR,01/29/2024,165.90,600000,99540000.0,,60
FSLR,01/29/2024,163.64,547335,89565899.39999999,,55
FSLR,01/29/2024,136.56,500000,68280000.0,,50
FSLR,01/29/2024,203.61,499900,101784639.0,,50
GDX,01/29/2024,29.74,8825049,262456957.26,,100
GDX,01/29/2024,33.84,7058826,238870671.84000003,,80
GDX,01/29/2024,37.61,6882869,258864703.09,,78
GLD,01/29/2024,275.24,4238138,1166505103.1200001,,100
GLD,01/29/2024,312.08,3200000,998656000.0,,76
GLD,01/29/2024,339.18,2500000,847950000.0,,59
GLD,01/29/2024,374.30,2234000,836186200.0,,53
GLD,01/29/2024,268.20,2233000,598890600.0,,53
GTLB,01/29/2024,64.76,996880,64557948.800000004,,100
GTLB,01/29/2024,60.68,811952,49269247.36,,81
GTLB,01/29/2024,56.55,640149,36200425.949999996,,64
GTLB,01/29/2024,49.97,531000,26534070.0,,53
HOOD,01/29/2024,124.78,52930748,6604698735.440001,,100
IREN,01/29/2024,13.61,5203815,70823922.14999999,,100
IREN,01/29/2024,6.37,4999500,31846815.0,,96
IREN,01/29/2024,11.56,2945500,34049980.0,,57
IREN,01/29/2024,9.95,2945500,29307724.999999996,,57
IREN,01/29/2024,63.06,2915000,183819900.0,,56
IREN,01/29/2024,46.34,2892642,134045030.28000002,,56
IREN,01/29/2024,15.48,2849800,44114904.0,,55
IWM,01/29/2024,242.91,18823808,4572491201.28,,100
IWM,01/29/2024,209.65,11400000,2390010000.0,,61
JPM,01/29/2024,237.60,6451557,1532889943.2,,100
JPM,01/29/2024,329.79,4985784,1644261705.3600001,,77
JPM,01/29/2024,317.21,4628076,1468071987.9599998,,72
JPM,01/29/2024,296.24,3657882,1083610963.68,,57
MRNA,01/29/2024,39.39,10049038,395831606.82,,100
MSFT,01/29/2024,485.92,14407283,7000786955.360001,,100
NOW,01/29/2024,155.31,3153533,489775210.23,,100
ORCL,01/29/2024,191.97,4373864,839650672.08,,100
ORCL,01/29/2024,141.20,3999223,564690287.5999999,,91
ORCL,01/29/2024,218.63,3585362,783867694.06,,82
ORCL,01/29/2024,308.66,2806566,866274661.5600001,,64
ORCL,01/29/2024,187.99,2438317,458379212.83000004,,56
ORCL,01/29/2024,197.21,2400261,473355471.81,,55
ORCL,01/29/2024,203.93,2250000,458842500.0,,51
PDD,01/29/2024,102.42,5796127,593639327.34,,100
PDD,01/29/2024,94.39,4409400,416203266.0,,76
PDD,01/29/2024,138.08,4353300,601103664.0,,75
PDD,01/29/2024,131.51,3850000,506313499.99999994,,66
PDD,01/29/2024,102.70,3381629,347293298.3,,58
PLTR,01/29/2024,37.20,98829856,3676470643.2000003,,100
PLTR,01/29/2024,80.55,59940504,4828207597.2,,61
QQQ,01/29/2024,444.88,5500000,2446840000.0,,100
QQQ,01/29/2024,521.61,4938955,2576208317.55,,90
QQQ,01/29/2024,577.30,3475000,2006117499.9999998,,63
QQQ,01/29/2024,438.73,3430000,1504843900.0,,62
QQQ,01/29/2024,472.50,3072200,1451614500.0,,56
QQQ,01/29/2024,439.97,2997697,1318896749.0900002,,55
QQQ,01/29/2024,447.32,2750000,1230130000.0,,50
QQQ,01/29/2024,465.79,2739219,1275900818.01,,50
QQQ,01/29/2024,440.18,2736539,1204569737.02,,50
SLV,01/29/2024,28.99,8956252,259641745.48,,100
SLV,01/29/2024,29.13,8000000,233040000.0,,89
SLV,01/29/2024,29.49,7040000,207609600.0,,79
SLV,01/29/2024,30.81,7000000,215670000.0,,78
SLV,01/29/2024,33.37,6150000,205225499.99999997,,69
SLV,01/29/2024,29.19,6000000,175140000.0,,67
SLV,01/29/2024,29.40,5794700,170364180.0,,65
SLV,01/29/2024,29.59,5450000,161265500.0,,61
SLV,01/29/2024,46.65,5275000,246078750.0,,59
SLV,01/29/2024,29.64,5200000,154128000.0,,58
SLV,01/29/2024,29.21,5175000,151161750.0,,58
SLV,01/29/2024,29.35,4850000,142347500.0,,54
SLV,01/29/2024,29.57,4650000,137500500.0,,52
SLV,01/29/2024,47.05,4600000,216430000.0,,51
SLV,01/29/2024,47.30,4575000,216397500.0,,51
SLV,01/29/2024,29.30,4519700,132427210.0,,50
SLV,01/29/2024,29.23,4500000,131535000.0,,50
SLV,01/29/2024,29.90,4492500,134325750.0,,50
SLV,01/29/2024,28.06,4444000,124698640.0,,50
SMH,01/29/2024,243.43,2470312,601348050.16,,100
SMH,01/29/2024,243.42,2470312,601323347.04,,100
SMH,01/29/2024,218.97,2344383,513349545.51,,95
SMH,01/29/2024,342.48,2255000,772292400.0,,91
SMH,01/29/2024,218.28,1316131,287285074.68,,53
SNDK,01/29/2024,215.04,4811294,1034620661.76,,100
SOFI,01/29/2024,25.97,15114876,392533329.71999997,,100
SOFI,01/29/2024,27.87,12738937,355034174.19,,84
SOFI,01/29/2024,25.62,11496440,294538792.8,,76
SOFI,01/29/2024,28.45,10081807,286827409.15,,67
SOFI,01/29/2024,27.14,9329258,253196062.12,,62
SOFI,01/29/2024,18.75,9016612,169061475.0,,60
SOFI,01/29/2024,27.88,9000000,250920000.0,,60
SOFI,01/29/2024,15.20,7718868,117326793.6,,51
SPY,01/29/2024,494.38,12173569,6018369042.22,,100
SPY,01/29/2024,490.98,11128214,5463730509.72,,91
SPY,01/29/2024,516.03,11064431,5709578328.929999,,91
SPY,01/29/2024,522.91,10947203,5724401920.73,,90
SPY,01/29/2024,518.42,10530167,5459049176.139999,,87
SPY,01/29/2024,560.83,9371721,5255942288.43,,77
SPY,01/29/2024,548.24,9324370,5111992608.8,,77
SPY,01/29/2024,512.97,9184594,4711421184.18,,75
SPY,01/29/2024,528.67,9176946,4851576041.82,,75
SPY,01/29/2024,542.70,9045726,4909115500.200001,,74
SPY,01/29/2024,510.10,8395635,4282613413.5,,69
SPY,01/29/2024,519.32,8166230,4240886563.6000004,,67
SPY,01/29/2024,500.86,8075982,4044936344.52,,66
SPY,01/29/2024,546.19,7887310,4307969848.900001,,65
SPY,01/29/2024,522.45,7884938,4119485858.1000004,,65
SPY,01/29/2024,518.24,7869300,4078186032.0,,65
SPY,01/29/2024,522.14,7706676,4023963806.64,,63
SPY,01/29/2024,489.15,7581900,3708686385.0,,62
SPY,01/29/2024,512.31,7293957,3736767110.6699996,,60
SPY,01/29/2024,546.87,6986415,3820660771.05,,57
SPY,01/29/2024,518.49,6953200,3605164668.0,,57
SPY,01/29/2024,545.43,6884435,3754977382.0499997,,57
SPY,01/29/2024,519.82,6839351,3555231436.82,,56
SPY,01/29/2024,521.41,6781602,3535995098.8199997,,56
SPY,01/29/2024,650.26,6692000,4351539920.0,,55
SPY,01/29/2024,499.58,6593695,3294078148.1,,54
SPY,01/29/2024,525.84,6321013,3323841475.92,,52
SPY,01/29/2024,483.10,6319500,3052950450.0,,52
SPY,01/29/2024,559.52,6085616,3405023864.3199997,,50
WDAY,01/29/2024,273.04,11383325,3108103058.0,,100
WULF,01/29/2024,6.40,36500600,233603840.0,,100
YPF,01/29/2024,20.23,3506466,70935807.18,,100
YPF,01/29/2024,17.00,3500000,59500000.0,,100
YPF,01/29/2024,19.80,2006466,39728026.800000004,,57
