ticker,asof_date,level,volume,money_flow,pct_of_avg_vol,strength
AAPL,03/04/2024,207.49,46229228,9592102517.720001,,100
AAPL,03/04/2024,254.49,44330101,11281567403.49,,96
AAPL,03/04/2024,228.20,33822229,7718232657.799999,,73
AMD,03/04/2024,96.39,7001878,674911020.42,,100
AMD,03/04/2024,159.92,5833442,932884044.64,,83
AMD,03/04/2024,100.59,5460762,549298049.58,,78
AMD,03/04/2024,119.21,5363287,639357443.27,,77
AMD,03/04/2024,213.43,5302779,1131772121.97,,76
AMD,03/04/2024,148.60,4575936,679984089.6,,65
AMD,03/04/2024,165.47,4200000,694974000.0,,60
AMD,03/04/2024,101.13,4000000,404520000.0,,57
AMZN,03/04/2024,223.30,24911196,5562670066.8,,100
AMZN,03/04/2024,224.92,13956251,3139039974.9199996,,56
AMZN,03/04/2024,227.35,12574223,2858749599.0499997,,50
AMZN,03/04/2024,231.48,12408223,2872255460.04,,50
CRWV,03/04/2024,97.00,6131792,594783824.0,,100
CRWV,03/04/2024,76.60,5588112,428049379.2,,91
CRWV,03/04/2024,76.80,4885243,375186662.4,,80
CRWV,03/04/2024,76.86,3100480,238302892.8,,51
DXCM,03/04/2024,73.34,1710000,125411400.0,,100
DXCM,03/04/2024,84.50,1484436,125434842.0,,87
DXCM,03/04/2024,75.85,1383609,104946742.64999999,,81
DXCM,03/04/2024,68.90,1364688,94027003.2,,80
DXCM,03/04/2024,68.15,1267996,86413927.4,,74
DXCM,03/04/2024,82.26,1240388,102034316.88000001,,73
DXCM,03/04/2024,80.62,1224440,98714352.80000001,,72
DXCM,03/04/2024,69.54,1199049,83381867.46000001,,70
DXCM,03/04/2024,58.98,1039500,61309710.0,,61
DXCM,03/04/2024,67.90,1017988,69121385.2,,60
DXCM,03/04/2024,66.14,939967,62169417.38,,55
DXCM,03/04/2024,69.00,931415,64267635.0,,54
DXCM,03/04/2024,66.06,922338,60929648.28,,54
DXCM,03/04/2024,70.25,921876,64761789.0,,54
DXCM,03/04/2024,73.92,900000,66528000.0,,53
DXCM,03/04/2024,58.75,899101,52822183.75,,53
DXCM,03/04/2024,88.78,865183,76810946.74,,51
DXCM,03/04/2024,66.36,848110,56280579.6,,50
EWY,03/04/2024,72.27,1993007,144034615.89,,100
EWY,03/04/2024,55.16,1945173,107295742.67999999,,98
EWY,03/04/2024,65.43,1897313,124141189.59000002,,95
EWY,03/04/2024,56.72,1077100,61093112.0,,54
EWY,03/04/2024,67.12,1046072,70212352.64,,52
EWY,03/04/2024,72.81,993480,72335278.8,,50
EWZ,03/04/2024,31.60,15310000,483796000.0,,100
EWZ,03/04/2024,31.00,11500000,356500000.0,,75
EWZ,03/04/2024,31.17,10476500,326552505.0,,68
EWZ,03/04/2024,32.78,10256319,336202136.82,,67
EWZ,03/04/2024,33.58,10221000,343221180.0,,67
EWZ,03/04/2024,32.09,7926778,254370306.02000004,,52
EWZ,03/04/2024,29.75,7628627,226951653.25,,50
HOOD,03/04/2024,124.78,52930748,6604698735.440001,,100
META,03/04/2024,658.77,14916283,9826399751.91,,100
NVDA,03/04/2024,126.57,100069019,12665735734.83,,100
QQQ,03/04/2024,605.96,4957801,3004229093.96,,100
QQQ,03/04/2024,521.61,4938955,2576208317.55,,100
QQQ,03/04/2024,577.30,3475000,2006117499.9999998,,70
QQQ,03/04/2024,438.73,3430000,1504843900.0,,69
QQQ,03/04/2024,472.50,3072200,1451614500.0,,62
QQQ,03/04/2024,439.97,2997697,1318896749.0900002,,60
QQQ,03/04/2024,447.32,2750000,1230130000.0,,55
QQQ,03/04/2024,465.79,2739219,1275900818.01,,55
QQQ,03/04/2024,440.18,2736539,1204569737.02,,55
QQQ,03/04/2024,599.55,2700000,1618784999.9999998,,54
QQQ,03/04/2024,602.40,2663307,1604376136.8,,54
QQQ,03/04/2024,586.99,2520000,1479214800.0,,51
SOXX,03/04/2024,200.85,1194921,239999882.85,,100
SOXX,03/04/2024,316.33,1012396,320251226.68,,85
SOXX,03/04/2024,248.87,900000,223983000.0,,75
SOXX,03/04/2024,189.09,807617,152712298.53,,68
SOXX,03/04/2024,233.34,795000,185505300.0,,67
SOXX,03/04/2024,205.00,716751,146933955.0,,60
SOXX,03/04/2024,298.01,709915,211561769.15,,59
SOXX,03/04/2024,175.06,599449,104939541.94,,50
TAN,03/04/2024,35.84,1330000,47667200.00000001,,100
TAN,03/04/2024,51.62,1202441,62070004.419999994,,90
TAN,03/04/2024,57.35,1082376,62074263.6,,81
TAN,03/04/2024,47.65,850000,40502500.0,,64
