ticker,asof_date,level,volume,money_flow,pct_of_avg_vol,strength
AVGO,02/03/2024,340.36,38624907,13146373346.52,,100
BE,02/03/2024,129.05,3099748,400022479.40000004,,100
BE,02/03/2024,54.91,2642150,145080456.5,,85
BE,02/03/2024,85.20,2019100,172027320.0,,65
BE,02/03/2024,43.35,1903200,82503720.0,,61
BE,02/03/2024,10.25,1606100,16462525.0,,52
CRM,02/03/2024,273.42,6197702,1694575680.8400002,,100
CRM,02/03/2024,259.91,3585466,931898468.0600001,,58
DIA,02/03/2024,416.08,692390,288089631.2,,100
DIA,02/03/2024,479.80,531687,255103422.6,,77
DIA,02/03/2024,432.09,465192,201004811.28,,67
DIA,02/03/2024,480.51,458599,220361405.49,,66
DIA,02/03/2024,391.36,421834,165088954.24,,61
DIA,02/03/2024,400.37,409075,163781357.75,,59
DIA,02/03/2024,432.84,392900,170062836.0,,57
DIA,02/03/2024,376.48,378815,142616271.20000002,,55
DIA,02/03/2024,407.58,368044,150007373.51999998,,53
DIA,02/03/2024,425.07,365081,155184980.67,,53
DIA,02/03/2024,428.54,362017,155138765.18,,52
DIA,02/03/2024,444.27,361086,160419677.22,,52
GLD,02/03/2024,275.24,4238138,1166505103.1200001,,100
GLD,02/03/2024,312.08,3200000,998656000.0,,76
GLD,02/03/2024,452.20,2600000,1175720000.0,,61
GLD,02/03/2024,339.18,2500000,847950000.0,,59
GLD,02/03/2024,445.50,2300000,1024650000.0,,54
GLD,02/03/2024,374.30,2234000,836186200.0,,53
GLD,02/03/2024,268.20,2233000,598890600.0,,53
IWM,02/03/2024,242.91,18823808,4572491201.28,,100
IWM,02/03/2024,209.65,11400000,2390010000.0,,61
JCI,02/03/2024,113.95,11328537,1290886791.15,,100
JCI,02/03/2024,60.35,6228835,375910192.25,,55
META,02/03/2024,658.77,14916283,9826399751.91,,100
MRVL,02/03/2024,58.70,3297400,193557380.0,,100
MRVL,02/03/2024,111.90,3292959,368482112.1,,100
MRVL,02/03/2024,73.51,3047765,224041205.15,,92
MRVL,02/03/2024,51.93,2837545,147353711.85,,86
MRVL,02/03/2024,68.26,2816777,192273198.02,,85
MRVL,02/03/2024,71.34,2548286,181794723.24,,77
MRVL,02/03/2024,92.00,2504244,230390448.0,,76
MRVL,02/03/2024,62.55,2502500,156531375.0,,76
MRVL,02/03/2024,71.84,2500169,179612140.96,,76
MRVL,02/03/2024,93.74,2473265,231843861.1,,75
MRVL,02/03/2024,83.45,2425814,202434178.3,,74
