ticker,asof_date,level,volume,money_flow,pct_of_avg_vol,strength
BIDU,01/22/2024,135.27,2000000,270540000.0,,100
BIDU,01/22/2024,123.94,1445000,179093300.0,,72
BIDU,01/22/2024,122.34,1200000,146808000.0,,60
BIDU,01/22/2024,89.54,1110000,99389400.0,,56
BIDU,01/22/2024,86.36,1040500,89857580.0,,52
BOIL,01/22/2024,10.17,493500,5018895.0,,100
BOIL,01/22/2024,20.91,473000,9890430.0,,96
BOIL,01/22/2024,19.85,415000,8237750.000000001,,84
BOIL,01/22/2024,14.50,386175,5599537.5,,78
BOIL,01/22/2024,8.74,386000,3373640.0,,78
BOIL,01/22/2024,7.47,259417,1937844.99,,53
CRM,01/22/2024,273.42,6197702,1694575680.8400002,,100
CRM,01/22/2024,259.91,3585466,931898468.0600001,,58
CSGP,01/22/2024,59.00,1717688,101343592.0,,100
CSGP,01/22/2024,65.69,1455225,95593730.25,,85
CSGP,01/22/2024,68.14,863600,58845704.0,,50
CVNA,01/22/2024,450.22,3985549,1794373870.7800002,,100
CVNA,01/22/2024,128.72,2408881,310071162.32,,60
CVNA,01/22/2024,307.50,1995000,613462500.0,,50
ENPH,01/22/2024,38.42,10621908,408093705.36,,100
GOOGL,01/22/2024,178.53,20773227,3708644216.31,,100
IWM,01/22/2024,242.91,18823808,4572491201.28,,100
IWM,01/22/2024,209.65,11400000,2390010000.0,,61
META,01/22/2024,658.77,14916283,9826399751.91,,100
SAP,01/22/2024,258.10,740296,191070397.60000002,,100
SAP,01/22/2024,271.15,420148,113923130.19999999,,57
SAP,01/22/2024,252.42,390000,98443800.0,,53
SAP,01/22/2024,285.88,380000,108634400.0,,51
SMH,01/22/2024,243.43,2470312,601348050.16,,100
SMH,01/22/2024,243.42,2470312,601323347.04,,100
SMH,01/22/2024,218.97,2344383,513349545.51,,95
SMH,01/22/2024,342.48,2255000,772292400.0,,91
SMH,01/22/2024,218.28,1316131,287285074.68,,53
SSRM,01/22/2024,5.34,3261700,17417478.0,,100
TEAM,01/22/2024,310.51,730800,226920708.0,,100
TEAM,01/22/2024,153.00,667167,102076551.0,,91
TEAM,01/22/2024,153.88,579438,89163919.44,,79
TEAM,01/22/2024,255.70,547500,139995750.0,,75
TEAM,01/22/2024,162.46,546000,88703160.0,,75
TEAM,01/22/2024,169.42,477422,80884835.24,,65
TEAM,01/22/2024,141.15,475000,67046250.0,,65
TEAM,01/22/2024,158.36,374494,59304869.84,,51
TSLA,01/22/2024,481.20,13066269,6287488642.8,,100
TSM,01/22/2024,197.42,5500000,1085810000.0,,100
TSM,01/22/2024,301.87,4672308,1410429615.96,,85
TSM,01/22/2024,189.26,4200000,794892000.0,,76
TSM,01/22/2024,199.39,3600000,717804000.0,,65
