ticker,asof_date,level,volume,money_flow,pct_of_avg_vol,strength
AMZN,02/10/2024,223.30,24911196,5562670066.8,,100
AMZN,02/10/2024,224.92,13956251,3139039974.9199996,,56
AMZN,02/10/2024,227.35,12574223,2858749599.0499997,,50
AMZN,02/10/2024,231.48,12408223,2872255460.04,,50
BE,02/10/2024,129.05,3099748,400022479.40000004,,100
BE,02/10/2024,54.91,2642150,145080456.5,,85
BE,02/10/2024,85.20,2019100,172027320.0,,65
BE,02/10/2024,43.35,1903200,82503720.0,,61
BE,02/10/2024,10.25,1606100,16462525.0,,52
CRWV,02/10/2024,97.00,5979792,580039824.0,,100
CRWV,02/10/2024,76.60,5588112,428049379.2,,93
CRWV,02/10/2024,76.80,4885243,375186662.4,,82
CRWV,02/10/2024,76.86,3100480,238302892.8,,52
CRWV,02/10/2024,75.33,3018627,227393171.91,,50
CVNA,02/10/2024,450.22,3985549,1794373870.7800002,,100
CVNA,02/10/2024,128.72,2408881,310071162.32,,60
CVNA,02/10/2024,307.50,1995000,613462500.0,,50
DOW,02/10/2024,57.04,4387021,250235677.84,,100
DOW,02/10/2024,23.29,2733463,63662353.269999996,,62
DOW,02/10/2024,23.38,2177000,50898260.0,,50
IWM,02/10/2024,242.91,18823808,4572491201.28,,100
IWM,02/10/2024,209.65,11400000,2390010000.0,,61
IYR,02/10/2024,96.65,1347234,130210166.10000001,,100
IYR,02/10/2024,95.43,1157042,110416518.06,,86
IYR,02/10/2024,94.77,1118831,106031613.86999999,,83
IYR,02/10/2024,94.68,1072765,101569390.2,,80
IYR,02/10/2024,94.79,1062839,100746508.81,,79
IYR,02/10/2024,95.29,1003340,95608268.60000001,,74
IYR,02/10/2024,95.03,950000,90278500.0,,71
IYR,02/10/2024,96.62,914125,88322757.5,,68
IYR,02/10/2024,89.56,910401,81535513.56,,68
IYR,02/10/2024,96.77,891660,86285938.2,,66
IYR,02/10/2024,95.91,872086,83641768.25999999,,65
IYR,02/10/2024,86.62,869555,75320854.10000001,,65
IYR,02/10/2024,93.57,869341,81344237.36999999,,65
IYR,02/10/2024,92.08,869341,80048919.28,,65
IYR,02/10/2024,96.03,827416,79456758.48,,61
IYR,02/10/2024,94.34,786904,74236523.36,,58
IYR,02/10/2024,93.04,775352,72138750.08,,58
IYR,02/10/2024,94.13,766956,72193568.28,,57
IYR,02/10/2024,96.09,707181,67953022.29,,52
IYR,02/10/2024,92.28,700000,64596000.0,,52
MSFT,02/10/2024,485.92,14407283,7000786955.360001,,100
NFLX,02/10/2024,94.39,14860885,1402718935.15,,100
NVDA,02/10/2024,126.57,100069019,12665735734.83,,100
ORCL,02/10/2024,191.97,4373864,839650672.08,,100
ORCL,02/10/2024,141.20,3999223,564690287.5999999,,91
ORCL,02/10/2024,218.63,3585362,783867694.06,,82
ORCL,02/10/2024,164.58,3326621,547495284.1800001,,76
ORCL,02/10/2024,308.66,2806566,866274661.5600001,,64
ORCL,02/10/2024,187.99,2438317,458379212.83000004,,56
ORCL,02/10/2024,197.21,2400261,473355471.81,,55
ORCL,02/10/2024,203.93,2250000,458842500.0,,51
