ticker,asof_date,level,volume,money_flow,pct_of_avg_vol,strength
AG,03/26/2024,8.85,5545462,49077338.699999996,,100
AG,03/26/2024,15.69,4695696,73675470.24,,85
AG,03/26/2024,8.86,4530728,40142250.08,,82
AG,03/26/2024,5.90,3000000,17700000.0,,54
AG,03/26/2024,6.92,2820374,19516988.08,,51
AG,03/26/2024,5.61,2752340,15440627.4,,50
AMZN,03/26/2024,223.30,24911196,5562670066.8,,100
AMZN,03/26/2024,224.92,13956251,3139039974.9199996,,56
AMZN,03/26/2024,227.35,12574223,2858749599.0499997,,50
AMZN,03/26/2024,231.48,12408223,2872255460.04,,50
BE,03/26/2024,129.05,3099748,400022479.40000004,,100
BE,03/26/2024,54.91,2642150,145080456.5,,85
BE,03/26/2024,85.20,2019100,172027320.0,,65
BE,03/26/2024,43.35,1903200,82503720.0,,61
BE,03/26/2024,10.25,1606100,16462525.0,,52
C,03/26/2024,112.83,9827000,1108780410.0,,100
C,03/26/2024,92.59,7872678,728931256.02,,80
C,03/26/2024,95.55,6964744,665481289.1999999,,71
C,03/26/2024,114.86,6416189,736963468.54,,65
C,03/26/2024,95.26,5656849,538871435.74,,58
CRWV,03/26/2024,97.00,6131792,594783824.0,,100
CRWV,03/26/2024,76.60,5588112,428049379.2,,91
CRWV,03/26/2024,76.80,4885243,375186662.4,,80
CRWV,03/26/2024,76.86,3100480,238302892.8,,51
EEM,03/26/2024,44.65,11177000,499053050.0,,100
EEM,03/26/2024,43.57,10805000,470773850.0,,97
EEM,03/26/2024,46.90,10584450,496410705.0,,95
EEM,03/26/2024,47.99,10500000,503895000.0,,94
EEM,03/26/2024,42.10,9889800,416360580.0,,88
EEM,03/26/2024,43.65,9674300,422283195.0,,87
EEM,03/26/2024,40.80,9527000,388701600.0,,85
EEM,03/26/2024,49.89,9500000,473955000.0,,85
EEM,03/26/2024,43.16,9478500,409092059.99999994,,85
EEM,03/26/2024,43.53,9357870,407348081.1,,84
EEM,03/26/2024,42.96,9239600,396933216.0,,83
EEM,03/26/2024,45.47,9152674,416172086.78,,82
EEM,03/26/2024,42.18,8854371,373477368.78,,79
EEM,03/26/2024,45.10,8439985,380643323.5,,76
EEM,03/26/2024,43.48,8418687,366044510.76,,75
EEM,03/26/2024,43.00,8189750,352159250.0,,73
EEM,03/26/2024,42.57,8126500,345945105.0,,73
EEM,03/26/2024,46.48,7790000,362079200.0,,70
EEM,03/26/2024,42.33,7768452,328838573.15999997,,70
EEM,03/26/2024,45.98,7158000,329124840.0,,64
EEM,03/26/2024,43.13,7064893,304708835.09000003,,63
EEM,03/26/2024,41.50,6983000,289794500.0,,62
EEM,03/26/2024,42.05,6905000,290355250.0,,62
EEM,03/26/2024,43.67,6885000,300667950.0,,62
EEM,03/26/2024,42.95,6810000,292489500.0,,61
EEM,03/26/2024,43.15,6773000,292254950.0,,61
EEM,03/26/2024,43.26,6755700,292251582.0,,60
EEM,03/26/2024,58.00,6407500,371635000.0,,57
EEM,03/26/2024,42.55,6350000,270192500.0,,57
EEM,03/26/2024,42.22,6328099,267172339.78,,57
EEM,03/26/2024,42.08,6121000,257571680.0,,55
EEM,03/26/2024,43.20,6110000,263952000.00000003,,55
EEM,03/26/2024,54.31,6075645,329968279.95,,54
EEM,03/26/2024,45.00,5859100,263659500.0,,52
EEM,03/26/2024,52.80,5787600,305585280.0,,52
EEM,03/26/2024,43.60,5776600,251859760.0,,52
EEM,03/26/2024,41.95,5745000,241002750.00000003,,51
EEM,03/26/2024,43.44,5733737,249073535.28,,51
EEM,03/26/2024,42.93,5691000,244314630.0,,51
GDX,03/26/2024,33.84,7058826,238870671.84000003,,100
GDX,03/26/2024,37.61,6882869,258864703.09,,98
GDX,03/26/2024,51.66,4194524,216689109.83999997,,59
GDX,03/26/2024,34.53,4108312,141860013.36,,58
GDX,03/26/2024,76.69,4066065,311826524.84999996,,58
GDX,03/26/2024,36.19,4028900,145805891.0,,57
GDX,03/26/2024,91.29,3500000,319515000.0,,50
GDX,03/26/2024,36.90,3500000,129150000.0,,50
GE,03/26/2024,254.51,5607439,1427149299.8899999,,100
GE,03/26/2024,294.05,4768483,1402172426.15,,85
NVDA,03/26/2024,126.57,100069019,12665735734.83,,100
QQQ,03/26/2024,605.96,4957801,3004229093.96,,100
QQQ,03/26/2024,521.61,4938955,2576208317.55,,100
QQQ,03/26/2024,577.30,3475000,2006117499.9999998,,70
QQQ,03/26/2024,438.73,3430000,1504843900.0,,69
QQQ,03/26/2024,472.50,3072200,1451614500.0,,62
QQQ,03/26/2024,439.97,2997697,1318896749.0900002,,60
QQQ,03/26/2024,585.99,2750000,1611472500.0,,55
QQQ,03/26/2024,447.32,2750000,1230130000.0,,55
QQQ,03/26/2024,465.79,2739219,1275900818.01,,55
QQQ,03/26/2024,599.55,2700000,1618784999.9999998,,54
QQQ,03/26/2024,602.40,2663307,1604376136.8,,54
QQQ,03/26/2024,586.99,2520000,1479214800.0,,51
SATS,03/26/2024,109.84,7496070,823368328.8000001,,100
SATS,03/26/2024,26.46,4311307,114077183.22,,58
SATS,03/26/2024,119.75,3806000,455768500.0,,51
TSLA,03/26/2024,481.20,13066269,6287488642.8,,100
WFC,03/26/2024,93.01,10331303,960914492.0300001,,100
WFC,03/26/2024,58.10,6240155,362553005.5,,60
