ticker,asof_date,level,volume,money_flow,pct_of_avg_vol,strength
AMZN,02/27/2024,223.30,24911196,5562670066.8,,100
AMZN,02/27/2024,224.92,13956251,3139039974.9199996,,56
AMZN,02/27/2024,227.35,12574223,2858749599.0499997,,50
AMZN,02/27/2024,231.48,12408223,2872255460.04,,50
AXP,02/27/2024,218.43,1035000,226075050.0,,100
AXP,02/27/2024,376.51,1033336,389061337.36,,100
AXP,02/27/2024,298.59,763400,227943605.99999997,,74
AXP,02/27/2024,237.91,650000,154641500.0,,63
AXP,02/27/2024,299.36,640000,191590400.0,,62
AXP,02/27/2024,244.06,613763,149794997.78,,59
AXP,02/27/2024,329.32,598507,197100325.24,,58
AXP,02/27/2024,374.31,540000,202127400.0,,52
CRDO,02/27/2024,93.36,1154116,107748269.76,,100
CRDO,02/27/2024,17.32,808650,14005818.0,,70
CRDO,02/27/2024,26.30,788123,20727634.900000002,,68
CRDO,02/27/2024,36.45,732000,26681400.000000004,,63
CRDO,02/27/2024,150.85,643509,97073332.64999999,,56
CRDO,02/27/2024,19.44,639300,12427992.0,,55
CRDO,02/27/2024,169.56,610227,103470090.12,,53
CRDO,02/27/2024,143.91,592000,85194720.0,,51
CZR,02/27/2024,25.56,12587626,321739720.56,,100
DKNG,02/27/2024,45.92,5566689,255622358.88,,100
EWZ,02/27/2024,31.60,15310000,483796000.0,,100
EWZ,02/27/2024,31.00,11500000,356500000.0,,75
EWZ,02/27/2024,31.17,10476500,326552505.0,,68
EWZ,02/27/2024,32.78,10256319,336202136.82,,67
EWZ,02/27/2024,33.58,10221000,343221180.0,,67
EWZ,02/27/2024,32.09,7926778,254370306.02000004,,52
EWZ,02/27/2024,29.75,7628627,226951653.25,,50
GLD,02/27/2024,275.24,4238138,1166505103.1200001,,100
GLD,02/27/2024,312.08,3200000,998656000.0,,76
GLD,02/27/2024,452.20,2600000,1175720000.0,,61
GLD,02/27/2024,339.18,2500000,847950000.0,,59
GLD,02/27/2024,445.50,2300000,1024650000.0,,54
GLD,02/27/2024,374.30,2234000,836186200.0,,53
GLD,02/27/2024,268.20,2233000,598890600.0,,53
GOOG,02/27/2024,178.27,14208935,2533026842.4500003,,100
GOOG,02/27/2024,164.64,8766425,1443304211.9999998,,62
IAU,02/27/2024,44.99,19480127,876410913.73,,100
IREN,02/27/2024,13.61,5203815,70823922.14999999,,100
IREN,02/27/2024,6.37,4999500,31846815.0,,96
IREN,02/27/2024,11.56,2945500,34049980.0,,57
IREN,02/27/2024,9.95,2945500,29307724.999999996,,57
IREN,02/27/2024,63.06,2915000,183819900.0,,56
IREN,02/27/2024,46.34,2892642,134045030.28000002,,56
IREN,02/27/2024,15.48,2849800,44114904.0,,55
IWM,02/27/2024,242.91,18823808,4572491201.28,,100
IWM,02/27/2024,209.65,11400000,2390010000.0,,61
KRE,02/27/2024,53.90,4457744,240272401.6,,100
KRE,02/27/2024,56.99,3200000,182368000.0,,72
KRE,02/27/2024,52.10,3200000,166720000.0,,72
KRE,02/27/2024,54.45,3000000,163350000.0,,67
KRE,02/27/2024,69.85,2900000,202564999.99999997,,65
KRE,02/27/2024,49.35,2769317,136665793.95000002,,62
KRE,02/27/2024,57.74,2599036,150068338.64000002,,58
KRE,02/27/2024,59.39,2503406,148677282.34,,56
KRE,02/27/2024,64.70,2492000,161232400.0,,56
LOW,02/27/2024,220.46,2345345,517054758.70000005,,100
META,02/27/2024,658.77,14916283,9826399751.91,,100
MSTR,02/27/2024,364.20,4464366,1625922097.2,,100
QQQ,02/27/2024,444.88,5500000,2446840000.0,,100
QQQ,02/27/2024,605.96,4957801,3004229093.96,,90
QQQ,02/27/2024,521.61,4938955,2576208317.55,,90
QQQ,02/27/2024,577.30,3475000,2006117499.9999998,,63
QQQ,02/27/2024,438.73,3430000,1504843900.0,,62
QQQ,02/27/2024,472.50,3072200,1451614500.0,,56
QQQ,02/27/2024,439.97,2997697,1318896749.0900002,,55
QQQ,02/27/2024,447.32,2750000,1230130000.0,,50
QQQ,02/27/2024,465.79,2739219,1275900818.01,,50
QQQ,02/27/2024,440.18,2736539,1204569737.02,,50
SLV,02/27/2024,28.99,8956252,259641745.48,,100
SLV,02/27/2024,29.13,8000000,233040000.0,,89
SLV,02/27/2024,29.49,7040000,207609600.0,,79
SLV,02/27/2024,30.81,7000000,215670000.0,,78
SLV,02/27/2024,33.37,6150000,205225499.99999997,,69
SLV,02/27/2024,29.19,6000000,175140000.0,,67
SLV,02/27/2024,29.40,5794700,170364180.0,,65
SLV,02/27/2024,29.59,5450000,161265500.0,,61
SLV,02/27/2024,46.65,5275000,246078750.0,,59
SLV,02/27/2024,29.64,5200000,154128000.0,,58
SLV,02/27/2024,29.21,5175000,151161750.0,,58
SLV,02/27/2024,29.35,4850000,142347500.0,,54
SLV,02/27/2024,29.57,4650000,137500500.0,,52
SLV,02/27/2024,47.05,4600000,216430000.0,,51
SLV,02/27/2024,47.30,4575000,216397500.0,,51
SLV,02/27/2024,29.30,4519700,132427210.0,,50
SLV,02/27/2024,29.23,4500000,131535000.0,,50
SLV,02/27/2024,29.90,4492500,134325750.0,,50
SLV,02/27/2024,28.06,4444000,124698640.0,,50
SMH,02/27/2024,408.54,8200000,3350028000.0,,100
TSLA,02/27/2024,481.20,13066269,6287488642.8,,100
