ticker,asof_date,level,volume,money_flow,pct_of_avg_vol,strength
AAPL,01/13/2024,207.49,46229228,9592102517.720001,,100
AAPL,01/13/2024,254.49,44330101,11281567403.49,,96
AAPL,01/13/2024,228.20,33822229,7718232657.799999,,73
AMCR,01/13/2024,9.20,61475588,565575409.5999999,,100
AMCR,01/13/2024,8.97,47620370,427154718.90000004,,77
CVX,01/13/2024,145.68,3586293,522451164.24,,100
CVX,01/13/2024,156.21,3032003,473629188.63,,85
CVX,01/13/2024,150.81,2639764,398102808.84000003,,74
CVX,01/13/2024,149.68,2479986,371204304.48,,69
CVX,01/13/2024,154.00,2449900,377284600.0,,68
CVX,01/13/2024,142.85,2046878,292396522.3,,57
CVX,01/13/2024,32.74,2000000,65480000.00000001,,56
CVX,01/13/2024,155.88,1999800,311728824.0,,56
CVX,01/13/2024,149.55,1942904,290561293.20000005,,54
FLUT,01/13/2024,231.86,2870552,665566186.72,,100
FLUT,01/13/2024,278.68,2746350,765352818.0,,96
FLUT,01/13/2024,221.55,1656900,367086195.0,,58
FLUT,01/13/2024,228.82,1538667,352077782.94,,54
FLUT,01/13/2024,206.88,1450195,300016341.59999996,,51
GFS,01/13/2024,35.70,1805600,64459920.00000001,,100
GFS,01/13/2024,44.28,1071961,47466433.08,,59
GLD,01/13/2024,275.24,4238138,1166505103.1200001,,100
GLD,01/13/2024,312.08,3200000,998656000.0,,76
GLD,01/13/2024,339.18,2500000,847950000.0,,59
GLD,01/13/2024,374.30,2234000,836186200.0,,53
GLD,01/13/2024,268.20,2233000,598890600.0,,53
INTC,01/13/2024,21.00,34107198,716251158.0,,100
INTC,01/13/2024,36.82,32064225,1180604764.5,,94
INTC,01/13/2024,20.41,29383198,599711071.18,,86
INTC,01/13/2024,19.75,22437697,443144515.75,,66
INTC,01/13/2024,22.69,20058298,455122781.62,,59
INTC,01/13/2024,24.87,16953154,421624939.98,,50
MSFT,01/13/2024,485.92,14407283,7000786955.360001,,100
NVDA,01/13/2024,126.57,100069019,12665735734.83,,100
PTON,01/13/2024,9.68,6409200,62041056.0,,100
PTON,01/13/2024,7.53,6168300,46447299.0,,96
PTON,01/13/2024,6.80,6157431,41870530.8,,96
PTON,01/13/2024,7.47,5780455,43179998.85,,90
PTON,01/13/2024,7.75,5064300,39248325.0,,79
PTON,01/13/2024,7.20,4782607,34434770.4,,75
PTON,01/13/2024,6.40,4691200,30023680.0,,73
PTON,01/13/2024,7.52,4558167,34277415.839999996,,71
PTON,01/13/2024,6.75,4501700,30386475.0,,70
PTON,01/13/2024,9.73,4157732,40454732.36,,65
PTON,01/13/2024,6.67,3827464,25529184.88,,60
PTON,01/13/2024,9.25,3706200,34282350.0,,58
PTON,01/13/2024,6.37,3678901,23434599.37,,57
PTON,01/13/2024,5.00,3594049,17970245.0,,56
PTON,01/13/2024,9.66,3443300,33262278.0,,54
PTON,01/13/2024,7.39,3361700,24842963.0,,52
PTON,01/13/2024,9.15,3295500,30153825.0,,51
PTON,01/13/2024,6.66,3284100,21872106.0,,51
QQQ,01/13/2024,444.88,5500000,2446840000.0,,100
QQQ,01/13/2024,521.61,4938955,2576208317.55,,90
QQQ,01/13/2024,577.30,3475000,2006117499.9999998,,63
QQQ,01/13/2024,438.73,3430000,1504843900.0,,62
QQQ,01/13/2024,472.50,3072200,1451614500.0,,56
QQQ,01/13/2024,439.97,2997697,1318896749.0900002,,55
QQQ,01/13/2024,447.32,2750000,1230130000.0,,50
QQQ,01/13/2024,465.79,2739219,1275900818.01,,50
QQQ,01/13/2024,440.18,2736539,1204569737.02,,50
RGLD,01/13/2024,182.29,1214779,221442063.91,,100
RGLD,01/13/2024,148.99,927499,138188076.01000002,,76
RGLD,01/13/2024,131.00,763359,100000029.0,,63
SLB,01/13/2024,34.67,8064798,279606546.66,,100
SLB,01/13/2024,35.84,4977623,178398008.32000002,,62
SLB,01/13/2024,40.99,4923440,201811805.60000002,,61
SLB,01/13/2024,35.11,4229147,148485351.17,,52
SLB,01/13/2024,33.05,4027185,133098464.24999999,,50
SLV,01/13/2024,28.99,8956252,259641745.48,,100
SLV,01/13/2024,29.13,8000000,233040000.0,,89
SLV,01/13/2024,29.49,7040000,207609600.0,,79
SLV,01/13/2024,30.81,7000000,215670000.0,,78
SLV,01/13/2024,33.37,6150000,205225499.99999997,,69
SLV,01/13/2024,29.19,6000000,175140000.0,,67
SLV,01/13/2024,29.40,5794700,170364180.0,,65
SLV,01/13/2024,29.59,5450000,161265500.0,,61
SLV,01/13/2024,46.65,5275000,246078750.0,,59
SLV,01/13/2024,29.64,5200000,154128000.0,,58
SLV,01/13/2024,29.21,5175000,151161750.0,,58
SLV,01/13/2024,29.35,4850000,142347500.0,,54
SLV,01/13/2024,29.57,4650000,137500500.0,,52
SLV,01/13/2024,47.05,4600000,216430000.0,,51
SLV,01/13/2024,47.30,4575000,216397500.0,,51
SLV,01/13/2024,29.30,4519700,132427210.0,,50
SLV,01/13/2024,29.23,4500000,131535000.0,,50
SLV,01/13/2024,29.90,4492500,134325750.0,,50
SLV,01/13/2024,28.06,4444000,124698640.0,,50
WDC,01/13/2024,93.61,6162328,576855524.08,,100
WDC,01/13/2024,71.50,4616502,330079893.0,,75
WDC,01/13/2024,55.70,4409000,245581300.0,,72
