time,ticker,exp,strike,cp,spot,details,type,premium_raw,premium,sector,order_type,qty,unusual
02:01 PM,MSTR,02/20/26,135,CALLS,124.84,"1,341 @ 5.88",SPLIT,$789K,788508.0,TECH,SPLIT,"1,341",True
01:11 PM,CVNA,02/20/26,450,CALLS,369.19,917 @ 7.75,BLOCK,$711K,710675.0,DISCR,BLOCK,917,True
11:28 AM,MRVL,02/20/26,80,CALLS,74.37,"2,500 @ 1.85",BLOCK,$463K,462500.0,TECH,BLOCK,"2,500",True
12:05 PM,HOOD,02/13/26,92,CALLS,80.78,"1,999 @ 1.65",SWEEP,$330K,329835.0,TECH,SWEEP,"1,999",True
11:42 AM,IGV,02/20/26,90,CALLS,83.27,"2,843 @ 0.85",BLOCK,$242K,241655.0,ETF/N,BLOCK,"2,843",True
02:51 PM,QURE,02/20/26,30,CALLS,26.07,"1,200 @ 1.60",SWEEP,$192K,191999.0,HLTH,SWEEP,"1,200",True
12:42 PM,AVGO,02/13/26,322.5,CALLS,296.61,400 @ 3.85,BLOCK,$154K,154000.0,INDUS,BLOCK,400,True
02:30 PM,NVDA,02/27/26,200,CALLS,175.18,865 @ 1.61,BLOCK,$139K,139265.0,TECH,BLOCK,865,True
02:19 PM,SNAP,03/06/26,8,CALLS,5.95,"6,452 @ 0.16",SWEEP,$103K,103232.0,TECH,SWEEP,"6,452",True
01:41 PM,ELF,02/06/26,96,CALLS,84.64,500 @ 1.89,SWEEP,$94K,94240.0,CONST,SWEEP,500,True
02:48 PM,QURE,02/20/26,30,CALLS,25.92,600 @ 1.50,SWEEP,$90K,90000.0,HLTH,SWEEP,600,True
01:11 PM,CELH,02/20/26,55,CALLS,47.33,820 @ 1.09,SPLIT,$89K,89380.0,CONST,SPLIT,820,True
03:04 PM,AMZN,03/06/26,270,CALLS,234.12,340 @ 2.31,SWEEP,$79K,78540.0,DISCR,SWEEP,340,True
12:19 PM,FMC,02/20/26,17.5,CALLS,16.20,757 @ 1.03,BLOCK,$78K,77971.0,MAT,BLOCK,757,True
01:50 PM,SHLS,02/20/26,11,CALLS,9.54,"3,000 @ 0.25",SWEEP,$75K,74981.0,ETF/N,SWEEP,"3,000",True
11:12 AM,U,02/20/26,28,CALLS,24.07,645 @ 1.13,SWEEP,$73K,72905.0,TECH,SWEEP,645,True
01:09 PM,CELH,02/20/26,55,CALLS,47.34,560 @ 1.12,SPLIT,$63K,62720.0,CONST,SPLIT,560,True
03:11 PM,GLXY,02/13/26,23,CALLS,20.46,"1,000 @ 0.50",BLOCK,$50K,50000.0,ETF/N,BLOCK,"1,000",True
03:16 PM,SNAP,02/06/26,6.5,CALLS,6.00,"1,500 @ 0.32",SWEEP,$48K,48000.0,TECH,SWEEP,"1,500",True
02:19 PM,SNAP,03/06/26,8,CALLS,5.95,"3,000 @ 0.16",SWEEP,$48K,48000.0,TECH,SWEEP,"3,000",True
12:03 PM,LYFT,02/13/26,18,CALLS,16.55,650 @ 0.72,SWEEP,$47K,46800.0,TECH,SWEEP,650,True
11:19 AM,TPG,02/20/26,60,CALLS,54.62,500 @ 0.87,BLOCK,$44K,43500.0,ETF/N,BLOCK,500,True
03:29 PM,DAWN,02/20/26,12,CALLS,10.81,"1,023 @ 0.40",BLOCK,$41K,40920.0,ETF/N,BLOCK,"1,023",True
02:39 PM,VSH,02/20/26,22.5,CALLS,19.97,950 @ 0.42,BLOCK,$40K,39900.0,TECH,BLOCK,950,True
01:57 PM,UPWK,02/20/26,20,CALLS,16.57,750 @ 0.50,SWEEP,$38K,37500.0,TECH,SWEEP,750,True
11:25 AM,EOSE,02/13/26,15,CALLS,12.24,"1,360 @ 0.25",SWEEP,$34K,34000.0,INDUS,SWEEP,"1,360",True
03:28 PM,SNAP,02/06/26,7,CALLS,6.00,"1,500 @ 0.20",SWEEP,$30K,30000.0,TECH,SWEEP,"1,500",True
02:19 PM,SNAP,03/06/26,8,CALLS,5.95,"1,852 @ 0.16",BLOCK,$30K,29632.0,TECH,BLOCK,"1,852",True
12:25 PM,MARA,02/13/26,10,CALLS,8.14,"2,000 @ 0.12",SPLIT,$24K,24000.0,INDUS,SPLIT,"2,000",True
03:02 PM,UAMY,02/06/26,9.5,CALLS,8.29,"1,405 @ 0.15",SWEEP,$21K,21074.0,MAT,SWEEP,"1,405",True
01:26 PM,GME,02/13/26,27,CALLS,24.36,500 @ 0.37,BLOCK,$19K,18500.0,DISCR,BLOCK,500,True
03:51 PM,SMR,02/06/26,18,CALLS,16.29,"1,000 @ 0.15",SWEEP,$15K,15000.0,ETF/N,SWEEP,"1,000",True
02:19 PM,SNAP,02/06/26,7,CALLS,5.95,698 @ 0.19,SWEEP,$13K,13262.0,TECH,SWEEP,698,True
11:44 AM,TMQ,02/06/26,5.5,CALLS,5.03,"1,010 @ 0.10",SWEEP,$10K,10100.0,MAT,SWEEP,"1,010",True
