time,ticker,exp,strike,cp,spot,details,type,premium_raw,premium,sector,order_type,qty,unusual
03:20 PM,LRCX,01/23/26,240,CALLS,221.79,854 @ 2.34,SWEEP,$200K,199836.0,TECH,SWEEP,854,True
12:34 PM,CORZ,02/06/26,19,CALLS,17.65,"1,358 @ 1.18",SWEEP,$160K,160244.0,ETF/N,SWEEP,"1,358",True
11:42 AM,CRWV,01/16/26,97.5,CALLS,89.92,998 @ 1.44,SWEEP,$144K,143710.0,ETF/N,SWEEP,998,True
02:08 PM,UUUU,01/23/26,22.5,CALLS,19.59,"2,501 @ 0.53",SWEEP,$133K,132553.0,MAT,SWEEP,"2,501",True
11:36 AM,MP,01/23/26,71,CALLS,64.61,750 @ 1.52,SWEEP,$114K,114090.0,MAT,SWEEP,750,True
10:58 AM,BABA,01/30/26,180,CALLS,166.76,400 @ 2.83,BLOCK,$113K,113200.0,DISCR,BLOCK,400,True
12:13 PM,CIFR,01/30/26,19,CALLS,17.37,900 @ 1.01,BLOCK,$91K,90900.0,ETF/N,BLOCK,900,True
01:21 PM,INTC,01/23/26,50,CALLS,44.56,"1,123 @ 0.80",BLOCK,$90K,89840.0,TECH,BLOCK,"1,123",True
03:55 PM,ASTS,01/16/26,110,CALLS,98.55,500 @ 1.62,BLOCK,$81K,81000.0,ETF/N,BLOCK,500,True
02:41 PM,USAR,01/30/26,20,CALLS,17.70,794 @ 1.00,SWEEP,$79K,79400.0,ETF/N,SWEEP,794,True
11:30 AM,MSTR,01/16/26,175,CALLS,161.69,514 @ 1.49,SWEEP,$76K,76398.0,TECH,SWEEP,514,True
10:31 AM,BABA,01/30/26,180,CALLS,165.15,300 @ 2.15,BLOCK,$65K,64500.0,DISCR,BLOCK,300,True
12:52 PM,CRWV,01/16/26,97.5,CALLS,88.81,592 @ 1.03,BLOCK,$61K,60976.0,ETF/N,BLOCK,592,True
01:59 PM,NBIS,01/16/26,120,CALLS,107.79,554 @ 1.10,BLOCK,$61K,60940.0,ETF/N,BLOCK,554,True
03:28 PM,CRWV,01/16/26,100,CALLS,91.50,500 @ 1.15,SWEEP,$58K,57480.0,ETF/N,SWEEP,500,True
03:27 PM,CRWV,01/16/26,100,CALLS,91.50,500 @ 1.12,SWEEP,$56K,56000.0,ETF/N,SWEEP,500,True
01:58 PM,IREN,01/16/26,57,CALLS,51.21,749 @ 0.74,BLOCK,$55K,55426.0,ETF/N,BLOCK,749,True
10:28 AM,NVDA,01/30/26,200,CALLS,184.62,465 @ 1.12,SPLIT,$52K,52080.0,TECH,SPLIT,465,True
12:46 PM,TMC,01/30/26,8.5,CALLS,7.50,"1,250 @ 0.41",SWEEP,$51K,51250.0,ETF/N,SWEEP,"1,250",True
12:54 PM,UUUU,01/16/26,21.5,CALLS,19.30,"1,520 @ 0.33",SWEEP,$50K,50168.0,MAT,SWEEP,"1,520",True
11:06 AM,CIFR,01/30/26,19,CALLS,17.30,500 @ 1.00,BLOCK,$50K,50000.0,ETF/N,BLOCK,500,True
12:15 PM,TMC,01/23/26,8.5,CALLS,7.37,"2,261 @ 0.21",SWEEP,$48K,47481.0,ETF/N,SWEEP,"2,261",True
10:55 AM,YINN,01/23/26,55,CALLS,49.20,661 @ 0.71,SWEEP,$47K,46931.0,ETF/N,SWEEP,661,True
10:37 AM,USAR,01/16/26,18.5,CALLS,16.89,876 @ 0.48,SWEEP,$42K,42048.0,ETF/N,SWEEP,876,True
10:34 AM,UUUU,01/16/26,21.5,CALLS,18.85,"1,291 @ 0.28",SWEEP,$36K,36148.0,MAT,SWEEP,"1,291",True
11:21 AM,ACMR,01/16/26,60,CALLS,54.33,816 @ 0.40,SWEEP,$33K,32639.0,TECH,SWEEP,816,True
11:19 AM,UUUU,01/16/26,21,CALLS,18.97,908 @ 0.34,SWEEP,$31K,31086.0,MAT,SWEEP,908,True
11:33 AM,UUUU,01/16/26,21,CALLS,19.00,864 @ 0.35,SWEEP,$30K,30240.0,MAT,SWEEP,864,True
01:08 PM,RILY,01/16/26,9,CALLS,7.92,"1,000 @ 0.30",SPLIT,$30K,30000.0,FINS,SPLIT,"1,000",True
01:27 PM,CIFR,01/16/26,19,CALLS,17.55,738 @ 0.34,SPLIT,$25K,25092.0,ETF/N,SPLIT,738,True
10:57 AM,RUN,02/13/26,24,CALLS,19.14,500 @ 0.50,SWEEP,$25K,25000.0,ENERG,SWEEP,500,True
11:07 AM,NB,01/30/26,7.5,CALLS,6.59,616 @ 0.39,SWEEP,$24K,23896.0,ETF/N,SWEEP,616,True
11:45 AM,EOSE,01/16/26,20,CALLS,17.05,"1,003 @ 0.22",SWEEP,$22K,21722.0,INDUS,SWEEP,"1,003",True
