time,ticker,exp,strike,cp,spot,details,type,premium_raw,premium,sector,order_type,qty,unusual
03:45 PM,PLTR,02/20/26,160,CALLS,147.76,"1,000 @ 5.10",BLOCK,$510K,510000.0,TECH,BLOCK,"1,000",True
12:35 PM,BE,02/06/26,165,CALLS,153.39,500 @ 8.00,SWEEP,$400K,400000.0,INDUS,SWEEP,500,True
11:27 AM,ORCL,02/20/26,190,CALLS,168.20,"2,000 @ 1.81",SWEEP,$362K,361876.0,TECH,SWEEP,"2,000",True
11:26 AM,ORCL,02/20/26,190,CALLS,167.97,"2,000 @ 1.73",SWEEP,$346K,345623.0,TECH,SWEEP,"2,000",True
02:34 PM,CSCO,03/06/26,100,CALLS,80.38,"1,200 @ 1.95",SWEEP,$234K,234000.0,TECH,SWEEP,"1,200",True
12:10 PM,AMD,02/27/26,290,CALLS,248.88,500 @ 4.25,SPLIT,$213K,212500.0,TECH,SPLIT,500,True
01:31 PM,TEM,02/27/26,65,CALLS,59.17,750 @ 2.27,BLOCK,$170K,170250.0,ETF/N,BLOCK,750,True
12:17 PM,QS,02/13/26,9.5,CALLS,8.78,"3,837 @ 0.44",SWEEP,$169K,168828.0,CONST,SWEEP,"3,837",True
03:04 PM,PLTR,02/06/26,162.5,CALLS,147.38,566 @ 2.59,SPLIT,$147K,146594.0,TECH,SPLIT,566,True
03:04 PM,PLTR,02/06/26,162.5,CALLS,147.38,502 @ 2.59,BLOCK,$130K,130018.0,TECH,BLOCK,502,True
12:12 PM,PONY,02/20/26,15,CALLS,13.72,"2,000 @ 0.53",BLOCK,$106K,106000.0,ETF/N,BLOCK,"2,000",True
01:34 PM,USAR,02/13/26,25,CALLS,22.34,883 @ 1.01,SWEEP,$89K,89432.0,ETF/N,SWEEP,883,True
01:49 PM,INTC,02/20/26,55,CALLS,49.55,750 @ 1.10,SWEEP,$83K,82484.0,TECH,SWEEP,750,True
01:49 PM,APLD,02/13/26,40,CALLS,35.84,600 @ 1.36,BLOCK,$82K,81600.0,ETF/N,BLOCK,600,True
02:45 PM,ADT,02/20/26,9,CALLS,8.18,"6,039 @ 0.12",SWEEP,$70K,69810.0,INDUS,SWEEP,"6,039",True
02:17 PM,AMPX,02/20/26,15,CALLS,13.35,976 @ 0.70,SWEEP,$68K,67950.0,ETF/N,SWEEP,976,True
03:49 PM,NVDA,02/27/26,210,CALLS,185.58,400 @ 1.61,SWEEP,$64K,64400.0,TECH,SWEEP,400,True
11:09 AM,AMZN,02/20/26,270,CALLS,244.08,255 @ 2.43,SWEEP,$62K,61965.0,DISCR,SWEEP,255,True
12:44 PM,ONDS,02/06/26,11.5,CALLS,10.62,"2,000 @ 0.23",SWEEP,$46K,46000.0,TECH,SWEEP,"2,000",True
12:18 PM,PYPL,02/06/26,58,CALLS,53.23,615 @ 0.74,SWEEP,$46K,45510.0,FINS,SWEEP,615,True
11:24 AM,BMNR,02/20/26,30,CALLS,23.86,"1,000 @ 0.44",SWEEP,$44K,44000.0,ETF/N,SWEEP,"1,000",True
11:16 AM,SNAP,02/06/26,7.5,CALLS,6.80,"1,442 @ 0.28",SWEEP,$40K,40376.0,TECH,SWEEP,"1,442",True
11:24 AM,BMNR,02/20/26,30,CALLS,23.86,903 @ 0.44,BLOCK,$40K,39732.0,ETF/N,BLOCK,903,True
12:01 PM,USAR,02/06/26,25,CALLS,23.10,500 @ 0.79,SPLIT,$40K,39500.0,ETF/N,SPLIT,500,True
02:34 PM,GME,02/27/26,30,CALLS,25.82,500 @ 0.78,SPLIT,$39K,39000.0,DISCR,SPLIT,500,True
12:02 PM,SNAP,02/06/26,8.5,CALLS,6.83,"3,000 @ 0.12",SWEEP,$36K,36000.0,TECH,SWEEP,"3,000",True
02:13 PM,GME,02/20/26,30,CALLS,25.68,549 @ 0.60,SWEEP,$33K,32940.0,DISCR,SWEEP,549,True
02:58 PM,HIMS,02/13/26,30,CALLS,27.07,800 @ 0.40,BLOCK,$32K,32000.0,HLTH,BLOCK,800,True
02:00 PM,SNAP,02/20/26,7.5,CALLS,6.76,"1,000 @ 0.32",BLOCK,$32K,32000.0,TECH,BLOCK,"1,000",True
01:58 PM,SNAP,02/20/26,7.5,CALLS,6.76,999 @ 0.32,SWEEP,$32K,31968.0,TECH,SWEEP,999,True
10:56 AM,SVM,02/20/26,12.5,CALLS,9.79,"1,277 @ 0.24",BLOCK,$31K,30648.0,DISCR,BLOCK,"1,277",True
02:48 PM,ADT,02/20/26,9,CALLS,8.20,"2,772 @ 0.10",SWEEP,$28K,27720.0,INDUS,SWEEP,"2,772",True
11:46 AM,GME,02/20/26,30,CALLS,25.43,529 @ 0.52,SWEEP,$28K,27507.0,DISCR,SWEEP,529,True
02:11 PM,GOSS,02/20/26,4,CALLS,2.54,531 @ 0.50,SWEEP,$27K,26550.0,HLTH,SWEEP,531,True
02:11 PM,DPRO,02/20/26,10,CALLS,8.19,739 @ 0.35,SWEEP,$26K,25865.0,ETF/N,SWEEP,739,True
11:12 AM,NIO,02/27/26,5,CALLS,4.49,"1,893 @ 0.12",SWEEP,$23K,22716.0,CONST,SWEEP,"1,893",True
03:18 PM,U,02/06/26,31.5,CALLS,29.04,501 @ 0.45,SWEEP,$23K,22545.0,TECH,SWEEP,501,True
12:47 PM,CIFR,02/06/26,18,CALLS,16.24,760 @ 0.29,SWEEP,$22K,22040.0,ETF/N,SWEEP,760,True
02:17 PM,ENR,02/20/26,25,CALLS,22.47,716 @ 0.30,SWEEP,$22K,21480.0,CONST,SWEEP,716,True
12:05 PM,CMG,02/20/26,43,CALLS,38.38,375 @ 0.53,BLOCK,$20K,19875.0,DISCR,BLOCK,375,True
01:38 PM,SOC,02/20/26,12,CALLS,9.12,642 @ 0.30,SWEEP,$19K,19260.0,ETF/N,SWEEP,642,True
01:09 PM,VFC,02/20/26,23,CALLS,20.52,899 @ 0.20,BLOCK,$18K,17980.0,CONST,BLOCK,899,True
03:45 PM,BRZE,02/20/26,25,CALLS,20.85,700 @ 0.25,SPLIT,$18K,17500.0,ETF/N,SPLIT,700,True
02:45 PM,ADT,02/20/26,9,CALLS,8.18,"1,441 @ 0.12",BLOCK,$17K,17292.0,INDUS,BLOCK,"1,441",True
03:29 PM,SMR,02/06/26,18,CALLS,16.43,567 @ 0.29,BLOCK,$16K,16443.0,ETF/N,BLOCK,567,True
12:14 PM,CMG,02/20/26,42.5,CALLS,38.52,250 @ 0.65,SPLIT,$16K,16250.0,DISCR,SPLIT,250,True
12:05 PM,CMG,02/20/26,43,CALLS,38.38,293 @ 0.53,BLOCK,$16K,15529.0,DISCR,BLOCK,293,True
03:33 PM,ISPR,02/20/26,5,CALLS,3.65,999 @ 0.15,SWEEP,$15K,14891.0,ETF/N,SWEEP,999,True
12:08 PM,CIFR,02/06/26,18,CALLS,15.73,807 @ 0.17,SWEEP,$14K,13719.0,ETF/N,SWEEP,807,True
02:07 PM,ONDS,02/06/26,12,CALLS,10.90,600 @ 0.22,BLOCK,$13K,13200.0,TECH,BLOCK,600,True
12:02 PM,SNAP,02/06/26,8.5,CALLS,6.83,"1,045 @ 0.12",BLOCK,$13K,12540.0,TECH,BLOCK,"1,045",True
12:08 PM,CIFR,02/06/26,18,CALLS,15.73,737 @ 0.17,BLOCK,$13K,12529.0,ETF/N,BLOCK,737,True
11:12 AM,NIO,02/27/26,5,CALLS,4.49,956 @ 0.12,BLOCK,$12K,11472.0,CONST,BLOCK,956,True
12:33 PM,ONDS,02/06/26,11.5,CALLS,10.57,500 @ 0.22,BLOCK,$11K,11000.0,TECH,BLOCK,500,True
12:02 PM,SNAP,02/06/26,8.5,CALLS,6.83,907 @ 0.12,BLOCK,$11K,10884.0,TECH,BLOCK,907,True
