time,ticker,exp,strike,cp,spot,details,type,premium_raw,premium,sector,order_type,qty,unusual
01:54 PM,USO,03/20/26,130,CALLS,109.20,"1,448 @ 5.00",SWEEP,$724K,724228.0,ETF/N,SWEEP,"1,448",True
12:49 PM,RKLB,04/02/26,78,CALLS,72.31,"1,054 @ 5.15",SWEEP,$543K,542728.0,ETF/N,SWEEP,"1,054",True
02:35 PM,GLW,03/20/26,136,CALLS,125.15,"1,494 @ 3.55",SWEEP,$530K,530368.0,TECH,SWEEP,"1,494",True
02:36 PM,RKLB,03/20/26,80,CALLS,72.99,"1,504 @ 2.96",SWEEP,$445K,445184.0,ETF/N,SWEEP,"1,504",True
01:53 PM,USO,03/13/26,120,CALLS,108.98,859 @ 4.65,SWEEP,$399K,399100.0,ETF/N,SWEEP,859,True
03:47 PM,MU,03/13/26,400,CALLS,371.76,500 @ 6.30,SWEEP,$315K,315000.0,TECH,SWEEP,500,True
12:09 PM,MARA,04/02/26,9,CALLS,8.21,"4,104 @ 0.58",SWEEP,$238K,238032.0,INDUS,SWEEP,"4,104",True
02:44 PM,ALAB,03/20/26,140,CALLS,122.03,814 @ 2.80,SWEEP,$228K,227920.0,ETF/N,SWEEP,814,True
10:42 AM,ORCL,03/20/26,180,CALLS,158.64,502 @ 3.60,SWEEP,$181K,180720.0,TECH,SWEEP,502,True
10:35 AM,ORCL,03/20/26,180,CALLS,158.14,500 @ 3.45,BLOCK,$173K,172500.0,TECH,BLOCK,500,True
02:38 PM,DBO,03/20/26,21,CALLS,18.25,"2,000 @ 0.85",SWEEP,$170K,170000.0,ETF/N,SWEEP,"2,000",True
10:43 AM,APLD,03/27/26,30,CALLS,27.64,823 @ 2.05,SWEEP,$169K,168715.0,ETF/N,SWEEP,823,True
02:30 PM,SOXL,03/13/26,55,CALLS,50.92,750 @ 2.20,BLOCK,$165K,165000.0,ETF/N,BLOCK,750,True
11:37 AM,YPF,03/20/26,42,CALLS,37.99,"4,000 @ 0.39",SWEEP,$158K,157576.0,ENERG,SWEEP,"4,000",True
02:50 PM,USO,03/11/26,125,CALLS,109.25,514 @ 2.47,SWEEP,$127K,127184.0,ETF/N,SWEEP,514,True
11:20 AM,NKE,04/02/26,63,CALLS,57.09,"1,062 @ 1.12",SPLIT,$119K,118944.0,CONST,SPLIT,"1,062",True
02:45 PM,AAL,03/20/26,12,CALLS,11.15,"3,500 @ 0.31",SWEEP,$109K,108495.0,DISCR,SWEEP,"3,500",True
10:42 AM,AAOI,03/20/26,150,CALLS,114.19,330 @ 3.19,SWEEP,$105K,105140.0,TECH,SWEEP,330,True
02:10 PM,MRVL,04/10/26,110,CALLS,91.02,700 @ 1.50,SWEEP,$105K,105000.0,TECH,SWEEP,700,True
12:10 PM,RKT,03/20/26,17,CALLS,14.95,"5,000 @ 0.21",SWEEP,$105K,105000.0,FINS,SWEEP,"5,000",True
03:47 PM,FCX,03/20/26,65,CALLS,59.08,959 @ 0.98,SWEEP,$94K,93981.0,MAT,SWEEP,959,True
03:57 PM,NVDA,03/20/26,195,CALLS,177.66,505 @ 1.26,BLOCK,$64K,63630.0,TECH,BLOCK,505,True
11:20 AM,RKT,04/10/26,17,CALLS,14.82,"1,279 @ 0.45",SWEEP,$58K,57555.0,FINS,SWEEP,"1,279",True
03:00 PM,CCL,03/13/26,28,CALLS,25.84,"2,463 @ 0.23",SWEEP,$57K,56649.0,DISCR,SWEEP,"2,463",True
03:57 PM,NVDA,03/20/26,195,CALLS,177.66,426 @ 1.25,BLOCK,$53K,53250.0,TECH,BLOCK,426,True
02:02 PM,BA,03/27/26,250,CALLS,228.42,301 @ 1.75,SWEEP,$53K,52675.0,INDUS,SWEEP,301,True
02:41 PM,INTC,03/20/26,50,CALLS,44.45,"1,010 @ 0.52",SWEEP,$53K,52510.0,TECH,SWEEP,"1,010",True
11:26 AM,GTM,04/02/26,7,CALLS,6.49,"1,999 @ 0.25",SPLIT,$50K,49975.0,ETF/N,SPLIT,"1,999",True
11:24 AM,FRMI,03/20/26,10,CALLS,8.03,"1,000 @ 0.43",BLOCK,$43K,43000.0,ETF/N,BLOCK,"1,000",True
03:41 PM,NVDA,03/20/26,195,CALLS,178.00,334 @ 1.24,SPLIT,$41K,41416.0,TECH,SPLIT,334,True
02:51 PM,PATH,03/13/26,13.5,CALLS,11.57,"1,187 @ 0.34",SWEEP,$40K,40358.0,ETF/N,SWEEP,"1,187",True
03:53 PM,SOFI,03/13/26,21,CALLS,18.93,"2,000 @ 0.20",SWEEP,$40K,40000.0,FINS,SWEEP,"2,000",True
03:52 PM,SOFI,03/13/26,21,CALLS,18.93,"2,000 @ 0.20",SWEEP,$40K,40000.0,FINS,SWEEP,"2,000",True
02:33 PM,IONQ,03/13/26,40,CALLS,36.31,626 @ 0.59,BLOCK,$37K,36934.0,ETF/N,BLOCK,626,True
03:57 PM,NVDA,03/20/26,195,CALLS,177.66,250 @ 1.26,BLOCK,$32K,31500.0,TECH,BLOCK,250,True
11:26 AM,GTM,04/02/26,7,CALLS,6.50,"1,201 @ 0.25",SWEEP,$30K,29725.0,ETF/N,SWEEP,"1,201",True
03:48 PM,SMCI,03/20/26,37,CALLS,31.53,661 @ 0.36,BLOCK,$24K,23796.0,TECH,BLOCK,661,True
03:01 PM,NVTS,03/20/26,10,CALLS,8.34,999 @ 0.23,BLOCK,$23K,22977.0,ETF/N,BLOCK,999,True
11:31 AM,GTM,04/02/26,7,CALLS,6.50,901 @ 0.25,SWEEP,$23K,22525.0,ETF/N,SWEEP,901,True
12:18 PM,RKT,03/13/26,16,CALLS,14.88,660 @ 0.20,SWEEP,$13K,13200.0,FINS,SWEEP,660,True
02:17 PM,SOFI,03/13/26,21,CALLS,19.11,500 @ 0.22,SPLIT,$11K,11000.0,FINS,SPLIT,500,True
