time,ticker,exp,strike,cp,spot,details,type,premium_raw,premium,sector,order_type,qty,unusual
02:22 PM,MSTR,01/23/26,200,CALLS,179.13,"1,000 @ 2.10",SWEEP,$210K,210000.0,TECH,SWEEP,"1,000",True
03:33 PM,PLTR,01/30/26,197.5,CALLS,178.31,"1,110 @ 1.24",BLOCK,$138K,137640.0,TECH,BLOCK,"1,110",True
01:43 PM,LRCX,01/30/26,240,CALLS,207.46,500 @ 2.72,SWEEP,$136K,135975.0,TECH,SWEEP,500,True
01:59 PM,SLV,01/21/26,92,CALLS,83.69,961 @ 1.39,SWEEP,$134K,133579.0,ETF/N,SWEEP,961,True
10:15 AM,AMZN,02/06/26,260,CALLS,239.59,399 @ 3.28,BLOCK,$131K,130872.0,DISCR,BLOCK,399,True
02:59 PM,SLV,01/21/26,92,CALLS,84.02,821 @ 1.47,SWEEP,$121K,120687.0,ETF/N,SWEEP,821,True
11:25 AM,SLV,01/21/26,92,CALLS,83.34,"1,020 @ 1.08",SWEEP,$110K,110359.0,ETF/N,SWEEP,"1,020",True
01:27 PM,SLV,01/21/26,92,CALLS,82.92,"1,020 @ 1.05",SWEEP,$107K,107100.0,ETF/N,SWEEP,"1,020",True
01:58 PM,SLV,01/21/26,92,CALLS,83.47,623 @ 1.28,SWEEP,$80K,79744.0,ETF/N,SWEEP,623,True
03:15 PM,UNG,01/30/26,11,CALLS,10.19,"2,500 @ 0.30",SWEEP,$75K,75000.0,ETF/N,SWEEP,"2,500",True
02:42 PM,SLV,01/21/26,92,CALLS,83.78,500 @ 1.38,BLOCK,$69K,69000.0,ETF/N,BLOCK,500,True
02:45 PM,INTC,01/23/26,53,CALLS,48.74,500 @ 1.33,SWEEP,$67K,66500.0,TECH,SWEEP,500,True
01:48 PM,SLV,01/21/26,92,CALLS,83.39,532 @ 1.22,SWEEP,$65K,64902.0,ETF/N,SWEEP,532,True
02:48 PM,UUUU,01/23/26,24.5,CALLS,21.22,"1,000 @ 0.45",SPLIT,$45K,45000.0,MAT,SPLIT,"1,000",True
10:38 AM,CRML,01/16/26,15.5,CALLS,14.26,516 @ 0.55,SPLIT,$28K,28380.0,ETF/N,SPLIT,516,True
03:28 PM,TMC,01/23/26,8.5,CALLS,7.88,749 @ 0.35,BLOCK,$26K,26215.0,ETF/N,BLOCK,749,True
03:31 PM,ACHR,01/30/26,10,CALLS,8.98,"1,017 @ 0.24",SWEEP,$24K,24408.0,ETF/N,SWEEP,"1,017",True
01:34 PM,ONDS,01/16/26,15,CALLS,13.06,"1,000 @ 0.16",SWEEP,$16K,16000.0,TECH,SWEEP,"1,000",True
01:13 PM,SOFI,01/23/26,28.5,CALLS,26.32,600 @ 0.22,SWEEP,$13K,13200.0,FINS,SWEEP,600,True
11:31 AM,ASPI,01/16/26,8,CALLS,7.36,751 @ 0.15,BLOCK,$11K,11265.0,ETF/N,BLOCK,751,True
11:14 AM,OPEN,01/23/26,7.5,CALLS,6.50,"1,000 @ 0.11",SWEEP,$11K,11000.0,FINS,SWEEP,"1,000",True
