time,ticker,exp,strike,cp,spot,details,type,premium_raw,premium,sector,order_type,qty,unusual
03:17 PM,NVDA,03/20/26,205,CALLS,190.44,"21,713 @ 4.70",SPLIT,$10.2M,10205110.0,TECH,SPLIT,"21,713",True
12:31 PM,VST,09/18/26,150,PUTS,166.12,"2,000 @ 16.80",BLOCK,$3.4M,3360000.0,util,BLOCK,"2,000",False
11:28 AM,IGV,08/21/26,70,PUTS,77.00,"6,000 @ 4.53",BLOCK,$2.7M,2718000.0,ETF/N,BLOCK,"6,000",False
01:11 PM,GLD,03/06/26,479,CALLS,479.16,"1,998 @ 13.28",SWEEP,$2.7M,2653345.0,ETF/N,SWEEP,"1,998",False
11:47 AM,SLV,03/06/26,79,PUTS,79.00,"5,076 @ 5.20",SWEEP,$2.6M,2639500.0,ETF/N,SWEEP,"5,076",False
11:54 AM,SLV,03/06/26,79,PUTS,79.02,"4,998 @ 5.15",SPLIT,$2.6M,2573970.0,ETF/N,SPLIT,"4,998",False
12:28 PM,XLF,09/18/26,46,PUTS,50.69,"16,500 @ 1.48",BLOCK,$2.4M,2442000.0,ETF/N,BLOCK,"16,500",False
01:05 PM,SLV,03/06/26,79,CALLS,78.78,"4,000 @ 5.10",SPLIT,$2M,2040000.0,ETF/N,SPLIT,"4,000",False
03:16 PM,GOOG,01/21/28,380,CALLS,310.72,398 @ 47.40,SPLIT,$1.9M,1886520.0,TECH,SPLIT,398,False
03:16 PM,NVDA,03/20/26,205,CALLS,190.38,"3,609 @ 4.62",SWEEP,$1.7M,1668818.0,TECH,SWEEP,"3,609",True
11:17 AM,PANW,01/21/28,145,PUTS,144.87,550 @ 27.30,BLOCK,$1.5M,1501500.0,TECH,BLOCK,550,False
01:42 PM,SLV,09/18/26,110,CALLS,79.36,"1,016 @ 13.73",SWEEP,$1.4M,1395309.0,ETF/N,SWEEP,"1,016",False
02:18 PM,AVGO,03/20/26,330,CALLS,327.14,630 @ 21.64,SWEEP,$1.4M,1363591.0,INDUS,SWEEP,630,False
11:20 AM,KRE,05/15/26,63,PUTS,68.72,"5,600 @ 2.31",SPLIT,$1.3M,1292686.0,ETF/N,SPLIT,"5,600",False
12:42 PM,INTC,03/20/26,44,CALLS,43.37,"5,000 @ 2.52",BLOCK,$1.3M,1260000.0,TECH,BLOCK,"5,000",False
02:02 PM,AMD,03/13/26,190,PUTS,195.12,"1,561 @ 8.00",SWEEP,$1.2M,1248829.0,TECH,SWEEP,"1,561",False
03:07 PM,IGV,03/20/26,73,PUTS,76.75,"6,000 @ 2.00",BLOCK,$1.2M,1200000.0,ETF/N,BLOCK,"6,000",False
02:42 PM,QQQ,02/27/26,604,CALLS,599.78,"2,157 @ 5.54",SWEEP,$1.2M,1195687.0,ETF/N,SWEEP,"2,157",False
03:07 PM,CRWD,03/20/26,320,PUTS,347.12,800 @ 14.00,SPLIT,$1.1M,1120000.0,TECH,SPLIT,800,False
12:09 PM,SCHW,09/18/26,80,PUTS,91.78,"3,000 @ 3.60",BLOCK,$1.1M,1080000.0,FINS,BLOCK,"3,000",False
11:59 AM,EFA,06/17/27,104,PUTS,104.52,"1,500 @ 6.95",BLOCK,$1M,1042500.0,ETF/N,BLOCK,"1,500",False
11:29 AM,PAAS,01/15/27,80,CALLS,65.07,"1,000 @ 10.39",BLOCK,$1M,1039000.0,MAT,BLOCK,"1,000",False
03:09 PM,UBER,12/18/26,57.5,PUTS,70.57,"2,500 @ 4.12",BLOCK,$1M,1030000.0,TECH,BLOCK,"2,500",False
